year,marketcap,Change,symbol
2025,36250000000,1.62%,AAM.SW
2024,35670000000,6.18%,AAM.SW
2023,33600000000,-35.93%,AAM.SW
2022,52440000000,-3.98%,AAM.SW
2021,54620000000,21.25%,AAM.SW
2020,45040000000,27.26%,AAM.SW
2019,35390000000,13.57%,AAM.SW
2018,31160000000,6.55%,AAM.SW
2017,29250000000,46.36%,AAM.SW
2016,19980000000,221.3%,AAM.SW
2015,6220000000,-76.17%,AAM.SW
2014,26100000000,-14%,AAM.SW
2013,30350000000,-28.71%,AAM.SW
2012,42580000000,-12.27%,AAM.SW
2011,48530000000,-28.59%,AAM.SW
2010,67970000000,17.69%,AAM.SW
2009,57750000000,93.61%,AAM.SW
2008,29820000000,-63.13%,AAM.SW
2007,80890000000,10.8%,AAM.SW
2006,73010000000,43.53%,AAM.SW
2005,50860000000,43.98%,AAM.SW
2004,35330000000,10.85%,AAM.SW
2003,31870000000,46.68%,AAM.SW
2002,21730000000,-1.89%,AAM.SW
2001,22140000000,-1.33%,AAM.SW
2000,22440000000,-17.19%,AAM.SW
1999,27100000000,,AAM.SW
2025,104080000000,3.09%,ABBN.SW
2024,100950000000,23.64%,ABBN.SW
2023,81650000000,43.63%,ABBN.SW
2022,56840000000,-24%,ABBN.SW
2021,74800000000,31.41%,ABBN.SW
2020,56920000000,10.58%,ABBN.SW
2019,51470000000,27.03%,ABBN.SW
2018,40520000000,-28.87%,ABBN.SW
2017,56960000000,26.29%,ABBN.SW
2016,45100000000,13.22%,ABBN.SW
2015,39830000000,-17.53%,ABBN.SW
2014,48300000000,-20.66%,ABBN.SW
2013,60880000000,29.08%,ABBN.SW
2012,47170000000,9.53%,ABBN.SW
2011,43060000000,-15.38%,ABBN.SW
2010,50890000000,13.56%,ABBN.SW
2009,44820000000,29.16%,ABBN.SW
2008,34700000000,-48.01%,ABBN.SW
2007,66730000000,70.27%,ABBN.SW
2006,39190000000,94.77%,ABBN.SW
2005,20120000000,74.58%,ABBN.SW
2004,11520000000,9.81%,ABBN.SW
2003,10490000000,148%,ABBN.SW
2002,4230000000,-73.52%,ABBN.SW
2001,15980000000,-65.15%,ABBN.SW
2000,45870000000,,ABBN.SW
2025,218930000000,9.77%,ABT.SW
2024,199440000000,4.37%,ABT.SW
2023,191080000000,-0.18%,ABT.SW
2022,191420000000,-23.08%,ABT.SW
2021,248860000000,28.25%,ABT.SW
2020,194050000000,26.76%,ABT.SW
2019,153090000000,20.56%,ABT.SW
2018,126980000000,27.83%,ABT.SW
2017,99330000000,75.66%,ABT.SW
2016,56550000000,-14.49%,ABT.SW
2015,66130000000,-2.58%,ABT.SW
2014,67890000000,14.41%,ABT.SW
2013,59330000000,-42.54%,ABT.SW
2012,103270000000,17.9%,ABT.SW
2011,87590000000,18.19%,ABT.SW
2010,74110000000,-11.5%,ABT.SW
2009,83740000000,1.13%,ABT.SW
2008,82800000000,-4.85%,ABT.SW
2007,87020000000,16.22%,ABT.SW
2006,74870000000,23.38%,ABT.SW
2005,60690000000,-16.6%,ABT.SW
2004,72770000000,-0.64%,ABT.SW
2003,73240000000,16.6%,ABT.SW
2002,62810000000,-27.86%,ABT.SW
2001,87070000000,16.28%,ABT.SW
2000,74880000000,33.3%,ABT.SW
1999,56170000000,-24.38%,ABT.SW
1998,74280000000,48.43%,ABT.SW
1997,50040000000,25.78%,ABT.SW
1996,39780000000,,ABT.SW
2025,4700000000,-2.93%,ACLN.SW
2024,4840000000,65.74%,ACLN.SW
2023,2920000000,49.24%,ACLN.SW
2022,1960000000,,ACLN.SW
2025,5170000000,24.74%,ADEN.SW
2024,4140000000,-49.78%,ADEN.SW
2023,8250000000,50.16%,ADEN.SW
2022,5500000000,-35.34%,ADEN.SW
2021,8500000000,-22.27%,ADEN.SW
2020,10940000000,,ADEN.SW
2025,8700000,8.25%,ADXN.SW
2024,8030000,23.8%,ADXN.SW
2023,6490000,-22.76%,ADXN.SW
2022,8400000,-80.5%,ADXN.SW
2021,43110000,-30.2%,ADXN.SW
2020,61760000,37.17%,ADXN.SW
2019,45030000,-25.38%,ADXN.SW
2018,60340000,94.7%,ADXN.SW
2017,30990000,50.75%,ADXN.SW
2016,20560000,-35.32%,ADXN.SW
2015,31790000,35.7%,ADXN.SW
2014,23420000,-43.22%,ADXN.SW
2013,41250000,-54.51%,ADXN.SW
2012,90690000,,ADXN.SW
2025,1250000000,25.94%,AERO.SW
2024,990000000,-23.67%,AERO.SW
2023,1300000000,35.32%,AERO.SW
2022,960000000,-54.87%,AERO.SW
2021,2130000000,,AERO.SW
2025,1280000000,-2.29%,AEVS.SW
2024,1310000000,-22.44%,AEVS.SW
2023,1690000000,5.88%,AEVS.SW
2022,1600000000,19.71%,AEVS.SW
2021,1330000000,13.56%,AEVS.SW
2020,1170000000,1.43%,AEVS.SW
2019,1160000000,20.9%,AEVS.SW
2018,960000000,4.63%,AEVS.SW
2017,910000000,-2.29%,AEVS.SW
2016,930000000,50.99%,AEVS.SW
2015,620000000,-5.03%,AEVS.SW
2014,650000000,22.16%,AEVS.SW
2013,530000000,38.46%,AEVS.SW
2012,380000000,162.12%,AEVS.SW
2011,140000000,26.88%,AEVS.SW
2010,110000000,29.92%,AEVS.SW
2009,89630000,10.48%,AEVS.SW
2008,81130000,-42.87%,AEVS.SW
2007,140000000,-12.15%,AEVS.SW
2006,160000000,,AEVS.SW
2025,300000000,10.17%,AFP.SW
2024,270000000,51.5%,AFP.SW
2023,180000000,-44.31%,AFP.SW
2022,330000000,-27.22%,AFP.SW
2021,450000000,-32.09%,AFP.SW
2020,660000000,88.28%,AFP.SW
2019,350000000,,AFP.SW
2025,44970000000,6.16%,ALC.SW
2024,42360000000,10.26%,ALC.SW
2023,38410000000,14.36%,ALC.SW
2022,33590000000,-22.39%,ALC.SW
2021,43280000000,31.39%,ALC.SW
2020,32940000000,19.31%,ALC.SW
2019,27610000000,,ALC.SW
2025,3360000000,11.49%,ALLN.SW
2024,3010000000,2.34%,ALLN.SW
2023,2950000000,9.8%,ALLN.SW
2022,2680000000,-26.43%,ALLN.SW
2021,3650000000,-0.48%,ALLN.SW
2020,3670000000,,ALLN.SW
2025,3490000000,13.98%,ALSN.SW
2024,3060000000,-16.2%,ALSN.SW
2023,3660000000,56.15%,ALSN.SW
2022,2340000000,-44.28%,ALSN.SW
2021,4200000000,14.41%,ALSN.SW
2020,3670000000,,ALSN.SW
2025,980000000,45.09%,AMS.SW
2024,670000000,-72.6%,AMS.SW
2023,2470000000,29.85%,AMS.SW
2022,1900000000,-59.77%,AMS.SW
2021,4740000000,-17.13%,AMS.SW
2020,5720000000,44.5%,AMS.SW
2019,3960000000,-15.88%,AMS.SW
2018,4700000000,-32.72%,AMS.SW
2017,6990000000,258.2%,AMS.SW
2016,1950000000,-4.98%,AMS.SW
2015,2050000000,-18.09%,AMS.SW
2014,2510000000,76.97%,AMS.SW
2013,1410000000,1434.25%,AMS.SW
2012,92460000,143.39%,AMS.SW
2011,37990000,18.77%,AMS.SW
2010,31980000,85.64%,AMS.SW
2009,17230000,63.81%,AMS.SW
2008,10510000,-74.56%,AMS.SW
2007,41340000,-25.46%,AMS.SW
2006,55460000,31.45%,AMS.SW
2005,42190000,651.13%,AMS.SW
2004,5610000,,AMS.SW
2025,750000000,13.2%,APGN.SW
2024,660000000,2.36%,APGN.SW
2023,650000000,25.27%,APGN.SW
2022,520000000,-20.23%,APGN.SW
2021,650000000,-2.63%,APGN.SW
2020,660000000,-23.76%,APGN.SW
2019,870000000,-12.64%,APGN.SW
2018,1000000000,-28.27%,APGN.SW
2017,1400000000,6.55%,APGN.SW
2016,1310000000,12.1%,APGN.SW
2015,1170000000,33.64%,APGN.SW
2014,870000000,4.33%,APGN.SW
2013,840000000,28.06%,APGN.SW
2012,650000000,54.39%,APGN.SW
2011,420000000,-5.25%,APGN.SW
2010,440000000,42.54%,APGN.SW
2009,310000000,-21.7%,APGN.SW
2008,400000000,-39.7%,APGN.SW
2007,660000000,35.42%,APGN.SW
2006,490000000,20.04%,APGN.SW
2005,410000000,-10.75%,APGN.SW
2004,460000000,19.52%,APGN.SW
2003,380000000,,APGN.SW
2025,870000000,0.8%,ARBN.SW
2024,860000000,10.89%,ARBN.SW
2023,780000000,-18.9%,ARBN.SW
2022,960000000,-38.04%,ARBN.SW
2021,1550000000,40.23%,ARBN.SW
2020,1110000000,23.93%,ARBN.SW
2019,890000000,19.03%,ARBN.SW
2018,750000000,-34.06%,ARBN.SW
2017,1140000000,58.74%,ARBN.SW
2016,710000000,59.85%,ARBN.SW
2015,450000000,0.4%,ARBN.SW
2014,440000000,-28.75%,ARBN.SW
2013,620000000,36.45%,ARBN.SW
2012,460000000,39.28%,ARBN.SW
2011,330000000,-41.44%,ARBN.SW
2010,560000000,30.47%,ARBN.SW
2009,430000000,396.34%,ARBN.SW
2008,87340000,-64.44%,ARBN.SW
2007,240000000,-1.33%,ARBN.SW
2006,240000000,50.85%,ARBN.SW
2005,160000000,65.35%,ARBN.SW
2004,99790000,27.66%,ARBN.SW
2003,78170000,,ARBN.SW
2025,2150000000,23.85%,ARYN.SW
2024,1740000000,-5.02%,ARYN.SW
2023,1830000000,54.94%,ARYN.SW
2022,1180000000,-4.51%,ARYN.SW
2021,1230000000,61.53%,ARYN.SW
2020,760000000,-30.71%,ARYN.SW
2019,1100000000,0.99%,ARYN.SW
2018,1090000000,-68.9%,ARYN.SW
2017,3520000000,-9.84%,ARYN.SW
2016,3900000000,-14.71%,ARYN.SW
2015,4580000000,-33.25%,ARYN.SW
2014,6860000000,1.03%,ARYN.SW
2013,6790000000,59.81%,ARYN.SW
2012,4250000000,6.08%,ARYN.SW
2011,4000000000,4.81%,ARYN.SW
2010,3820000000,486.9%,ARYN.SW
2009,650000000,-27.41%,ARYN.SW
2008,890000000,,ARYN.SW
2025,140000000,-11%,ASCN.SW
2024,160000000,-53.28%,ASCN.SW
2023,350000000,21.27%,ASCN.SW
2022,280000000,-37.51%,ASCN.SW
2021,460000000,-13.38%,ASCN.SW
2020,530000000,36.88%,ASCN.SW
2019,390000000,-21.3%,ASCN.SW
2018,490000000,-46.56%,ASCN.SW
2017,920000000,65.34%,ASCN.SW
2016,560000000,-2.4%,ASCN.SW
2015,570000000,6.31%,ASCN.SW
2014,540000000,-8.28%,ASCN.SW
2013,590000000,68.96%,ASCN.SW
2012,340000000,12.91%,ASCN.SW
2011,300000000,-43.06%,ASCN.SW
2010,540000000,66.12%,ASCN.SW
2009,320000000,15.77%,ASCN.SW
2008,280000000,-26.84%,ASCN.SW
2007,380000000,-14.17%,ASCN.SW
2006,450000000,-11.77%,ASCN.SW
2005,510000000,-14.92%,ASCN.SW
2004,590000000,,ASCN.SW
2025,820000000,9.15%,AUTN.SW
2024,750000000,-19.51%,AUTN.SW
2023,940000000,83.54%,AUTN.SW
2022,510000000,-40.55%,AUTN.SW
2021,860000000,1.5%,AUTN.SW
2020,850000000,52.54%,AUTN.SW
2019,550000000,-20.05%,AUTN.SW
2018,690000000,-48.03%,AUTN.SW
2017,1340000000,10.32%,AUTN.SW
2016,1210000000,28.06%,AUTN.SW
2015,940000000,19.88%,AUTN.SW
2014,790000000,10.95%,AUTN.SW
2013,710000000,214.34%,AUTN.SW
2012,220000000,-6.85%,AUTN.SW
2011,240000000,,AUTN.SW
2025,6430000000,8.81%,AVOL.SW
2024,5910000000,0.27%,AVOL.SW
2023,5890000000,55.85%,AVOL.SW
2022,3780000000,-15.64%,AVOL.SW
2021,4480000000,-11.33%,AVOL.SW
2020,5050000000,2.21%,AVOL.SW
2019,4950000000,5.2%,AVOL.SW
2018,4700000000,-41.19%,AVOL.SW
2017,8000000000,19.35%,AVOL.SW
2016,6700000000,2.64%,AVOL.SW
2015,6530000000,21.01%,AVOL.SW
2014,5390000000,-0.67%,AVOL.SW
2013,5430000000,39.73%,AVOL.SW
2012,3880000000,58.13%,AVOL.SW
2011,2450000000,-31.54%,AVOL.SW
2010,3590000000,98.46%,AVOL.SW
2009,1810000000,239.4%,AVOL.SW
2008,530000000,-65.92%,AVOL.SW
2007,1560000000,32.76%,AVOL.SW
2006,1170000000,32.91%,AVOL.SW
2005,880000000,,AVOL.SW
2025,14380000000,8.07%,BAER.SW
2024,13310000000,16.17%,BAER.SW
2023,11450000000,-5.69%,BAER.SW
2022,12150000000,-14.89%,BAER.SW
2021,14270000000,14.76%,BAER.SW
2020,12430000000,11.25%,BAER.SW
2019,11180000000,44.13%,BAER.SW
2018,7750000000,-41.41%,BAER.SW
2017,13240000000,36.27%,BAER.SW
2016,9710000000,-9.71%,BAER.SW
2015,10760000000,5.82%,BAER.SW
2014,10170000000,-3.45%,BAER.SW
2013,10530000000,38.89%,BAER.SW
2012,7580000000,-1.82%,BAER.SW
2011,7720000000,-20.02%,BAER.SW
2010,9650000000,33.11%,BAER.SW
2009,7250000000,-7.25%,BAER.SW
2008,7820000000,-54.81%,BAER.SW
2007,17310000000,183.75%,BAER.SW
2006,6100000000,,BAER.SW
2025,9440000000,14.19%,BALN.SW
2024,8270000000,16.65%,BALN.SW
2023,7090000000,1.74%,BALN.SW
2022,6970000000,-5.15%,BALN.SW
2021,7340000000,-8.69%,BALN.SW
2020,8040000000,-2.22%,BALN.SW
2019,8230000000,28.37%,BALN.SW
2018,6410000000,-13.09%,BALN.SW
2017,7370000000,26.76%,BALN.SW
2016,5820000000,-3.16%,BALN.SW
2015,6010000000,-0.99%,BALN.SW
2014,6060000000,0.92%,BALN.SW
2013,6010000000,48.94%,BALN.SW
2012,4030000000,26.1%,BALN.SW
2011,3200000000,-32.1%,BALN.SW
2010,4710000000,17.03%,BALN.SW
2009,4020000000,10.54%,BALN.SW
2008,3640000000,-25.98%,BALN.SW
2007,4920000000,-7.75%,BALN.SW
2006,5330000000,,BALN.SW
2025,4570000000,-5.24%,BANB.SW
2024,4820000000,-16.63%,BANB.SW
2023,5790000000,-9.03%,BANB.SW
2022,6360000000,-44.91%,BANB.SW
2021,11550000000,84.04%,BANB.SW
2020,6270000000,,BANB.SW
2025,7510000000,1.67%,BARN.SW
2024,7390000000,-19.9%,BARN.SW
2023,9220000000,-14.86%,BARN.SW
2022,10830000000,-18.45%,BARN.SW
2021,13290000000,1.71%,BARN.SW
2020,13060000000,8.1%,BARN.SW
2019,12090000000,41.85%,BARN.SW
2018,8520000000,-25.09%,BARN.SW
2017,11370000000,69.56%,BARN.SW
2016,6710000000,10.33%,BARN.SW
2015,6080000000,7.37%,BARN.SW
2014,5660000000,-18.05%,BARN.SW
2013,6910000000,38.65%,BARN.SW
2012,4980000000,-1.85%,BARN.SW
2011,5070000000,18.65%,BARN.SW
2010,4280000000,31.14%,BARN.SW
2009,3260000000,-4.43%,BARN.SW
2008,3410000000,-13.04%,BARN.SW
2007,3920000000,50.66%,BARN.SW
2006,2600000000,54.86%,BARN.SW
2005,1680000000,31.23%,BARN.SW
2004,1280000000,25.24%,BARN.SW
2003,1020000000,,BARN.SW
2025,160000000,-4.7%,BBN.SW
2024,160000000,-56.19%,BBN.SW
2023,380000000,-28.49%,BBN.SW
2022,530000000,-10.22%,BBN.SW
2021,590000000,28.39%,BBN.SW
2020,460000000,41.42%,BBN.SW
2019,330000000,22.69%,BBN.SW
2018,260000000,-19.83%,BBN.SW
2017,330000000,62.14%,BBN.SW
2016,200000000,34.54%,BBN.SW
2015,150000000,1.69%,BBN.SW
2014,150000000,-4.67%,BBN.SW
2013,150000000,50.51%,BBN.SW
2012,100000000,-31.7%,BBN.SW
2011,150000000,-57.29%,BBN.SW
2010,360000000,2.42%,BBN.SW
2009,350000000,-7.43%,BBN.SW
2008,380000000,-51.2%,BBN.SW
2007,780000000,16.71%,BBN.SW
2006,670000000,5.2%,BBN.SW
2005,630000000,58.85%,BBN.SW
2004,400000000,-19.66%,BBN.SW
2003,490000000,,BBN.SW
2025,2120000000,5.65%,BCGE.SW
2024,2000000000,5.45%,BCGE.SW
2023,1900000000,38.18%,BCGE.SW
2022,1370000000,10.62%,BCGE.SW
2021,1240000000,-2.42%,BCGE.SW
2020,1270000000,-10.8%,BCGE.SW
2019,1430000000,3%,BCGE.SW
2018,1380000000,187.91%,BCGE.SW
2017,480000000,15.66%,BCGE.SW
2016,410000000,10.75%,BCGE.SW
2015,370000000,22.67%,BCGE.SW
2014,300000000,-14.3%,BCGE.SW
2013,350000000,12.78%,BCGE.SW
2012,310000000,-56.6%,BCGE.SW
2011,730000000,,BCGE.SW
2007,1420000000,26.28%,BCGE.SW
2006,1120000000,36.62%,BCGE.SW
2005,820000000,-11.93%,BCGE.SW
2004,930000000,17.88%,BCGE.SW
2003,790000000,,BCGE.SW
2025,2370000000,-2.47%,BCHN.SW
2024,2430000000,19.8%,BCHN.SW
2023,2030000000,0.38%,BCHN.SW
2022,2020000000,26.31%,BCHN.SW
2021,1600000000,36.09%,BCHN.SW
2020,1170000000,26.7%,BCHN.SW
2019,920000000,16.8%,BCHN.SW
2018,790000000,-27.42%,BCHN.SW
2017,1090000000,22.74%,BCHN.SW
2016,890000000,-15.8%,BCHN.SW
2015,1050000000,-18.84%,BCHN.SW
2014,1300000000,-12.6%,BCHN.SW
2013,1490000000,36.92%,BCHN.SW
2012,1090000000,31.27%,BCHN.SW
2011,830000000,-10.02%,BCHN.SW
2010,920000000,53.25%,BCHN.SW
2009,600000000,22.87%,BCHN.SW
2008,490000000,-55.85%,BCHN.SW
2007,1110000000,,BCHN.SW
2025,9440000000,19.16%,BCVN.SW
2024,7920000000,-28.42%,BCVN.SW
2023,11070000000,34.37%,BCVN.SW
2022,8240000000,23.85%,BCVN.SW
2021,6650000000,-29.06%,BCVN.SW
2020,9370000000,,BCVN.SW
2025,7920000000,-3.43%,BEAN.SW
2024,8200000000,21.08%,BEAN.SW
2023,6770000000,15.83%,BEAN.SW
2022,5850000000,-25.05%,BEAN.SW
2021,7800000000,45.73%,BEAN.SW
2020,5350000000,,BEAN.SW
2025,2590000000,7.86%,BEKN.SW
2024,2400000000,-7.38%,BEKN.SW
2023,2590000000,16.82%,BEKN.SW
2022,2220000000,8.56%,BEKN.SW
2021,2040000000,-14.31%,BEKN.SW
2020,2380000000,,BEKN.SW
2025,1780000000,-2.81%,BELL.SW
2024,1830000000,-3.31%,BELL.SW
2023,1890000000,17.28%,BELL.SW
2022,1610000000,-19.42%,BELL.SW
2021,2000000000,18.12%,BELL.SW
2020,1690000000,-0.91%,BELL.SW
2019,1710000000,-14.11%,BELL.SW
2018,1990000000,13.31%,BELL.SW
2017,1760000000,2.36%,BELL.SW
2016,1720000000,56.54%,BELL.SW
2015,1090000000,21.23%,BELL.SW
2014,900000000,-9.22%,BELL.SW
2013,990000000,18.41%,BELL.SW
2012,840000000,12.89%,BELL.SW
2011,740000000,15.3%,BELL.SW
2010,640000000,4.78%,BELL.SW
2009,610000000,53.9%,BELL.SW
2008,400000000,-37.57%,BELL.SW
2007,640000000,38.86%,BELL.SW
2006,460000000,53.73%,BELL.SW
2005,300000000,-13.26%,BELL.SW
2004,340000000,,BELL.SW
2025,2040000000,-4.65%,BION.SW
2024,2140000000,-23%,BION.SW
2023,2780000000,-15.12%,BION.SW
2022,3280000000,-29.83%,BION.SW
2021,4670000000,0.39%,BION.SW
2020,4650000000,22.98%,BION.SW
2019,3780000000,15.2%,BION.SW
2018,3280000000,-9.98%,BION.SW
2017,3650000000,22.37%,BION.SW
2016,2980000000,-9.38%,BION.SW
2015,3290000000,22.22%,BION.SW
2014,2690000000,43.35%,BION.SW
2013,1880000000,753.65%,BION.SW
2012,220000000,-74.63%,BION.SW
2011,860000000,-13.86%,BION.SW
2010,1000000000,-17.15%,BION.SW
2009,1210000000,-8.87%,BION.SW
2008,1330000000,-11.11%,BION.SW
2007,1500000000,-10.17%,BION.SW
2006,1670000000,8.23%,BION.SW
2005,1540000000,0.42%,BION.SW
2004,1530000000,,BION.SW
2025,9010000000,1.58%,BKW.SW
2024,8870000000,-5.35%,BKW.SW
2023,9370000000,29.93%,BKW.SW
2022,7210000000,5.38%,BKW.SW
2021,6840000000,15.35%,BKW.SW
2020,5930000000,,BKW.SW
2025,590000000,10.68%,BLKB.SW
2024,530000000,-6.48%,BLKB.SW
2023,570000000,2.33%,BLKB.SW
2022,560000000,-0.12%,BLKB.SW
2021,560000000,-6.9%,BLKB.SW
2020,600000000,12.36%,BLKB.SW
2019,530000000,3.41%,BLKB.SW
2018,510000000,-0.42%,BLKB.SW
2017,520000000,5.68%,BLKB.SW
2016,490000000,-1.81%,BLKB.SW
2015,500000000,-0.39%,BLKB.SW
2014,500000000,-13.45%,BLKB.SW
2013,580000000,-14.67%,BLKB.SW
2012,680000000,,BLKB.SW
2009,770000000,7.15%,BLKB.SW
2008,710000000,8.77%,BLKB.SW
2007,660000000,2.26%,BLKB.SW
2006,640000000,,BLKB.SW
2025,1750000000,6.71%,BOSN.SW
2024,1640000000,-15.39%,BOSN.SW
2023,1940000000,21.5%,BOSN.SW
2022,1590000000,-42.22%,BOSN.SW
2021,2760000000,77.84%,BOSN.SW
2020,1550000000,12.14%,BOSN.SW
2019,1380000000,28.11%,BOSN.SW
2018,1080000000,-39.58%,BOSN.SW
2017,1790000000,68.29%,BOSN.SW
2016,1060000000,27.36%,BOSN.SW
2015,830000000,0.11%,BOSN.SW
2014,830000000,-5.9%,BOSN.SW
2013,880000000,102.84%,BOSN.SW
2012,430000000,51.4%,BOSN.SW
2011,280000000,-6.86%,BOSN.SW
2010,310000000,103.64%,BOSN.SW
2009,150000000,29.48%,BOSN.SW
2008,110000000,-43.11%,BOSN.SW
2007,200000000,15.15%,BOSN.SW
2006,170000000,10.53%,BOSN.SW
2005,160000000,0.68%,BOSN.SW
2004,160000000,38.89%,BOSN.SW
2003,110000000,,BOSN.SW
2025,1240000000,16.23%,BRKN.SW
2024,1070000000,-8.2%,BRKN.SW
2023,1170000000,38.14%,BRKN.SW
2022,840000000,105.16%,BRKN.SW
2021,410000000,-8.07%,BRKN.SW
2020,440000000,-4.63%,BRKN.SW
2019,470000000,-0.91%,BRKN.SW
2018,470000000,-39.2%,BRKN.SW
2017,780000000,-3.2%,BRKN.SW
2016,800000000,22.64%,BRKN.SW
2015,650000000,25.77%,BRKN.SW
2014,520000000,1.39%,BRKN.SW
2013,510000000,33.02%,BRKN.SW
2012,380000000,39.49%,BRKN.SW
2011,270000000,29.77%,BRKN.SW
2010,210000000,65.91%,BRKN.SW
2009,120000000,31.53%,BRKN.SW
2008,98260000,,BRKN.SW
2025,450000000,19.3%,BSKP.SW
2024,380000000,0.27%,BSKP.SW
2023,380000000,13.1%,BSKP.SW
2022,330000000,-1.73%,BSKP.SW
2021,340000000,-1.6%,BSKP.SW
2020,350000000,-11.22%,BSKP.SW
2019,390000000,6.07%,BSKP.SW
2018,370000000,17.15%,BSKP.SW
2017,310000000,12.85%,BSKP.SW
2016,280000000,-5.2%,BSKP.SW
2015,290000000,7.92%,BSKP.SW
2014,270000000,-18.61%,BSKP.SW
2013,330000000,-25.46%,BSKP.SW
2012,450000000,-45.51%,BSKP.SW
2011,830000000,-7.44%,BSKP.SW
2010,890000000,31.86%,BSKP.SW
2009,680000000,4.78%,BSKP.SW
2008,650000000,8.73%,BSKP.SW
2007,590000000,11.75%,BSKP.SW
2006,530000000,,BSKP.SW
2025,650000000,15.48%,BSLN.SW
2024,560000000,12.32%,BSLN.SW
2023,500000000,-14.87%,BSLN.SW
2022,590000000,11.41%,BSLN.SW
2021,530000000,-19.05%,BSLN.SW
2020,650000000,25.7%,BSLN.SW
2019,520000000,19.4%,BSLN.SW
